text,Preprocessed_text
"Terrible. I needed a ride from a remote area to the airport at 2am, so I used PickMe's ""Book Later"" feature to schedule a pickup (10 hours in advance). I promptly received an SMS confirming my booking, and the details were also listed in the app under ""My Trips.""  2am came around and there was no car in sight. My booking magically disappeared from the app, with no cancellation notice, in spite of the confirmation they sent me earlier.  No one answered their customer support phone number or email address at the time and still now, a full day later.  I could've missed my flight but luckily I found a local taxi company that was still open and agreed to take me.  What a disastrously poor service. If you need a reliable transportation service that will be there when they say they will, I suggest you look elsewhere.",terrible ride remote area airport book later feature schedule pickup advance promptly receive confirm list app come car sight booking magically cancellation notice spite confirmation send no customer support phone number address time day flight luckily find local taxi company open agree disastrously poor service need reliable transportation suggest look 
Sometimes it shows correct location to the user but not to the driver.,correct location user driver 
Been my all time favourite! So far not been disappointed and hoping the same in future!,time far disappointed future 
Awesome,awesome 
"1. Worst service provided 2. No avalability of vehicles, even if available certain drivers dont accept our request 3.certain drivers accept and tel to cancel 4. Complainedcso many tyms ts juz useless 5. dese people r wasting our tym by juz recommendng ds app I never ever wana recomend ds to any1, better not use it, or ul end up gettng pissed off",bad service provide no available certain not accept request cancel useless people waste app better use end 
The srilankas best app,good app 
Never trust this service.  Drivers are fine but custome care cheat u and there liers. never recommend for any one and there just advertise n not a good service. I had very bad experince. no pic me..... get lost,trust service fine care cheat recommend advertise good bad pic lose 
Useful app,useful app 
It's getting worse..  No vehicle when you request & drivers are poor at communicating.,get bad no vehicle request poor communicating 
Pls send a taxi to athidiya,send taxi 
Good,good 
I'll see,shall 
Very useful app in Sri Lanka. I like pickme,useful app sri like 
Good,good 
Tried it once. The pre-booked car never came. Tried booking one asap and no cars were available. Awful app.,try book car come available awful app 
Best taxi service,good taxi service 
Good,good 
This app is absolutely useful.. surly my first choice to book a taxi. Love this app,app absolutely useful surly choice book taxi love 
"Convenient service but their customer support is terrible.  They use to have an option to file a complaint on their phone line but now it asks you to email them, knowing moat people won't do that. Even then they don't do much to help the customer. On top of that they will allow anyone to register with them. So instead of checking if the people who register with them have serious criminal records they simply added a SOS button to the app lol If you accidentally leave something it will be robbed. This happened several times to me, the drivers have no incentive to bring anything back. And the company will not fire them because they are more interested in making money.",convenient service customer support terrible use option file complaint phone line know moat people help allow register instead criminal simply add button app accidentally leave time incentive bring company fire interested make money 
