,text,Preprocessed_text,cluster
3905,"It used to be good, but now the app redesign is terrible. Has a lot of connection issues and not as smooth as earlier.",good app redesign terrible lot connection smooth ,Common
3906,Awesome app,awesome app ,Common
3907,Useful,useful ,Bug_fix
3908,Good,good ,Common
3909,This is very useful app,useful app ,Common
3910,Worst app.. poor service,bad app poor service ,Common
3911,Good,good ,Common
3912,The best taxi hailing service in sri lanka.,good taxi service sri ,Common
3913,"It shows fare 296 and took 490, 200 was their waiting charge it seems,driver perposly wait in road to get waiting money . UBER IS BEST,BEST SERVICE WITH SMILE , IN THIS APP ,ALL JUNK DRIVER LIKE APP, ONLY MONEY normal road tuk thousands time BETTER. 👎👎👎👎",fare take wait charge driver road money best good service smile app junk like normal time well thumb ,Common
3914,Good it very special but uber is better,good special better ,Common
3915,Good,good ,Common
3916,"Worst and wasted app ever,every day when i gonna book no vehicles available😠",bad waste app day book available angry face ,Common
3917,"From around 6.30 to around 9.30 am,its really hard to get a pickme tuk. Even if the drivers are online in our area,when we try to request for a tuk,on purpose they go offline. Its really difficult as i am a daily user of pickme and your service says 24 hours service. Please take this matter into concern. Pickme user",hard area try request purpose difficult daily user service matter concern ,Bug_fix
3918,Something has happened in the last few days with the app. It cannot even be downloaded with ease.,day app ease ,Common
3919,Why the hell just signed us out ???? We cant remember our passwords....and thats it...no more pick me....thas BS... please help wth it.... i wasted alot time because of that !!!!,hell not remember pick help waste time ,Bug_fix
3920,Tired of waiting on drivers.. Either they accept and delay or your navigation takes them on a unnecessarily longer route.. Will be switching to another app,tired wait accept delay navigation unnecessarily long route switch app ,Feature Request
3921,"I like this app it's useful but there are occasional glitches. For instance today a driver had begun a trip even before I got in, when asked why he said that's how the company trained him. Also sometimes the driver's have no road discipline",like app useful occasional instance today driver begin trip get say company train road discipline ,Bug_fix
3922,Doing a decent job! 😌👍,decent job relieve face thumb ,Feature Request
3923,Really a great app. And appreciate the offers are given to the users.,great app appreciate give ,Common
3924,Telle,nan,Common
3925,The promo code option doesn't appear after I order a vehicle.,code option appear order vehicle ,Common
3926,Good app,good app ,Common
3927,"What happened to the app, why don't you you guys upgrade the severs. Sometimes I have to wait 15+ minutes to make a request or driver to finish the trip. Previously one of the driver asked me to cancel the trip, but before I do that he started the trip, so I had to wait 45mins until he realized his mistake, so please please add a failsafe option for that",app upgrade wait request driver finish trip previously cancel min mistake add option ,Feature Request
3928,The promos dont work properly.,not work properly ,Common
3929,Excelled services,nan,Common
3930,"App is best, but pic me customer service is too bad, when we request a ride, driver asked where to go? We told we have to go to Havelock town then he canceled. Not good to important and quick trips.",app best pic customer service bad request ride driver tell havelock town not good important quick ,Common
3931,💩,pile poo ,Bug_fix
3932,"Here's my experience with pick me so far! First I must appreciate all the promotions given to us, but it's disappointing that you have no proper Customer service hotline to lodge complaints ! And it's even worse when the drivers refuse to take trips with promo codes entered! Look into this matter as soon as possible!",experience pick far appreciate give disappointing proper customer service lodge bad refuse look matter soon possible ,Common
3933,this is a go od app,od app ,Common
3934,"The app is good, but customer service could be better. To start with, they need to have agent assistance in their customer care hotline.",app good customer service well start need agent assistance care ,Common
3935,I lick to pick me,lick pick ,Bug_fix
3936,I went a drive on 2018.09.13 but the drive don't know about promotions he charged from me that far amount...so please take action about this...,go drive know far action ,Bug_fix
3937,Good work,good work ,Common
3938,best app ever in sri lanka ♥️🔥,good app sri heart suit fire ,Common
3939,Most of the 3wheel drivers don't use the pickme driver app.,wheel use driver app ,Common
3940,Best service,good service ,Common
3941,The app itself is good but the customer support is not. A driver insisted I paid cash despite the fact I'd already paid by card - I contacted the customer support via the app who closed the ticket without a response and I now have no way to contact them for a refund. If using this app play it safe and always select pay with cash.,app good customer support driver cash despite fact card close ticket response way contact refund play safe select pay ,Common
3942,Good,good ,Common
3943,Wonderful app,wonderful app ,Common
3944,pickme very useful,useful ,Bug_fix
3945,Really very good and useful app for us and i expect this service Badulla town also,good useful app expect service town ,Common
3946,"Always driver's are not available.poor signal & location not showing properly,more costly for waiting charges.drivers don't know the route ..",driver available poor signal location show properly costly wait know route ,Common
3947,This app is most suitable,app suitable ,Common
3948,"It has been working quite well . Bht from recently i cannot access my account. Only a Message saying ""success"" keeps appearing. And the page fails to load. Please do somerhkng about this.",work recently access account message say success page load ,Common
3949,Always buffering. Can't open this app App is not working always,open app work ,Common
3950,"Used to work very well. Now The app is very inconsistent. It shows the set location incorrectly to the driver all the time.. And sometimes very common or typical landmarks can't be found on the maps. Very frustrating, especially when in a rush",work app inconsistent set location incorrectly driver time common typical find especially rush ,Bug_fix
3951,A Good App,good app ,Common
3952,It's not good like the uber,good like ,Common
3953,Wow,wow ,Bug_fix
3954,They fixed my complaints. Now the app is alright and got a few promotions also. Thank you,fix app alright get thank ,Common
3955,Nice,nice ,Common
3956,Very very good app....drivers are so good and very palight behavior...very good all the best,good app behavior best ,Common
