,Reviews,KeyWords,text
597,advanced booking sense cab time leave trip cancel touch waste trio customer care response regard receive improve provide ,"['advanced', 'booking', 'sense', 'cab', 'time', 'leave', 'trip', 'cancel', 'touch', 'waste', 'trio', 'customer', 'care', 'response', 'regard', 'receive', 'improve', 'provide']",1. There is an advanced booking which does not make any sense. You will get a cab only if there is one around that time. If there's nothing left around you will be left stranded.   2. Alot of tuks and nanos accepting the trip and asking to cancel even though my trips are touching 300 rs. Most of them just waste our time by accepting and asking to cancel the trio after few minutes. I emailed customer care but no response on this regard.  3. You have received 2 stars to improve above which you're already providing.
598,ride car van ,"['ride', 'car', 'van']",Any ride using the car or van
599,good need improve driver attitude ,"['good', 'need', 'improve', 'driver', 'attitude']",Very good. But need to improve some driver's attitude..
600,app month book taxi end trip time correct mistake go ,"['app', 'month', 'book', 'taxi', 'end', 'trip', 'time', 'correct', 'mistake', 'go']","I have been using this app for month. But now, I am unble to book any taxi, because they have not ended my last trip for years. I have complained more than 6 times. Still they did not correct their mistake. I am going to be uninstall this app."
601,available thank love new update take heed good ,"['available', 'thank', 'love', 'new', 'update', 'take', 'heed', 'good']",pickme available in thihariya also.. thank you..love the new update. thank you for taking heed to our suggestions. All e best
602,add old road location map come junction book car ,"['add', 'old', 'road', 'location', 'map', 'come', 'junction', 'book', 'car']",Please can you add old galle road in location map. Doesn't have old galle road from moratuwa to panadura I have to come moratuwa junction book a car
603,low range available good time book end driver break desperately try explain need pick drop point pickup read ,"['low', 'range', 'available', 'good', 'time', 'book', 'end', 'driver', 'break', 'desperately', 'try', 'explain', 'need', 'pick', 'drop', 'point', 'pickup', 'read']",The fares are low and the range of choices available is good. But every time you make a booking you end up being called by a driver with broken English and desperately trying to explain where they need to pick you up from. Then when they pick you up you have to explain where to drop you off again. What's the point of specifying pickup and dropoff locations if the drivers can't read maps?
604,location wrong correct star ,"['location', 'wrong', 'correct', 'star']",My location shows wrong please correct it will give you 5 star
605,reservation advance hrs van night say cancel lack job ,"['reservation', 'advance', 'van', 'hrs', 'night', 'say', 'cancel', 'lack', 'job']",Did a reservation in advance (20hrs) for a van and they called after 12 hours (night) and said they have to cancel the reservation due to lack of vans. Job well done
606,need option book lady ,"['need', 'option', 'book', 'lady']",Need an option to book lady drivers
607,moment pick vehicle area like ,"['moment', 'pick', 'vehicle', 'area', 'like']",At the  moment Pick me vehicle serivice not in matale area. we like to get your serivice.
608,recently book pick driver say cancel trip charge show app ,"['recently', 'book', 'pick', 'driver', 'say', 'cancel', 'trip', 'charge', 'show', 'app']",Recently after booking a Tuk and after being picked the driver said to cancel the trip and that he would charge me the same amount shown in the app
609,price app need ,"['price', 'app', 'need']",Price is okay but app needs some serious fixes and improvements
610,good service advantage app end trip mail wait total perfect easy use normally charge cheap recommend pick save money company patience instead find way far wish luck ,"['advantage', 'end', 'mail', 'wait', 'total', 'perfect', 'normally', 'charge', 'cheap', 'recommend', 'save', 'money', 'company', 'patience', 'instead', 'find', 'way', 'far', 'wish', 'luck']",Good service and good advantage app. After you end your trip you will have mail from this app that mentioned your trip waiting charges and total charges .everything so perfect and easy to use .normally other tuk tuk charging more for one km but this service is charging so cheap . I recommend to all use pick me service to save your money. Anyway every company has some disadvantag but we must be patience instead of finding mistakes in all ways.comparing to other tuk drievers and other services for me pick me company is so good so far.I wish you guys good luck.
611,tourist find app useful midnight available airport drop reasonable price personally recommend use ,"['tourist', 'find', 'app', 'useful', 'use', 'midnight', 'available', 'airport', 'drop', 'reasonable', 'price', 'personally', 'recommend']",As a tourist i found this app is most useful. Even in midnight cars are available for me for airport drop with a very reasonable price. Personally i will recommend all tourist to use this app.
612,decrease price ,"['decrease', 'price']",Plz decrease price per km
613,app good feel like integrate feature able trip progress real time see driver perspective opinion user friendly ,"['app', 'good', 'feel', 'like', 'integrate', 'feature', 'able', 'trip', 'progress', 'real', 'time', 'see', 'driver', 'perspective', 'opinion', 'user', 'friendly']","The app itself is good, not many problems but I feel like the developers could integrate a feature where we are able to see the ""trip in progress"" amounts real time as seen from the driver's perspective. This would in my opinion make the app more user friendly."
614,good price available app use driver come long distance pick location treat wait time recommend new people ,"['good', 'price', 'available', 'app', 'use', 'driver', 'come', 'long', 'distance', 'pick', 'location', 'treat', 'wait', 'time', 'recommend', 'new', 'people']",Best price available.. Good app to use at anytime.most of the driver refuses to come for some long distance for pick up if there is no any vehicles within the location. Otherwise most of the drivers treat us well. they wait for a long time. Some Tuk drivers are not good at all.   Good app.. can recommend to New people
615,work alright usually rush hour look company method draw high demand useless book feature go unrelated app use training ,"['work', 'alright', 'usually', 'rush', 'hour', 'look', 'company', 'method', 'draw', 'high', 'demand', 'useless', 'use', 'book', 'feature', 'go', 'unrelated', 'app', 'training']","Works alright usually, but if its raining or if its rush hour, then look elsewhere, as the company still has no method to draw drivers to areas with high demand, which to me renders it useless. And the booking feature is gone :( unrelated to app: but the helpdesk guys could really use some training too."
616,da not rainy days day traffic plus come short distance better road far dis horrible service ,"['da', 'not', 'rainy', 'days', 'day', 'traffic', 'plus', 'come', 'short', 'dis', 'distance', 'better', 'road', 'far', 'horrible', 'service']",All da tuks arent there n rainy days or days with traffic..plus they dont come if its a short distance...better to take a tuk n da road...its far btter...dis is horrible service
